dataset,image,sigma,method,mean_psnr,std_psnr,mean_ssim,std_ssim,num_samples
BSD68,test025.png,50,lgss,16.5406177409,0,0.321933791,0,1
BSD68,test025.png,50,original,17.7896053154338,0,0.367247500994044,0,1
BSD68,test025.png,50,tv,13.1362456677,0,0.1443390934,0,1
BSD68,test026.png,10,adaptive,21.2007574081976,0,0.538416118402147,0,1
BSD68,test026.png,10,bilateral,30.1393753646843,0,0.838749686247868,0,1
BSD68,test026.png,10,guided,28.9325321440473,0,0.816722503701761,0,1
BSD68,test026.png,10,l0,21.3600910352535,0,0.515883148763598,0,1
BSD68,test026.png,10,lgss,24.5019987019,0,0.6508808748,0,1
BSD68,test026.png,10,original,18.038365253956,0,0.416793614465481,0,1
BSD68,test026.png,10,tv,17.4114053862,0,0.2810646259,0,1
BSD68,test026.png,20,adaptive,23.9689805401731,0,0.633994007235753,0,1
BSD68,test026.png,20,bilateral,26.3338865500784,0,0.669553716613235,0,1
BSD68,test026.png,20,guided,26.0403260351071,0,0.658004792723139,0,1
BSD68,test026.png,20,l0,21.5899647012417,0,0.5277861978142,0,1
BSD68,test026.png,20,lgss,25.0405304457,0,0.6879276316,0,1
BSD68,test026.png,20,original,18.3238325475801,0,0.431034556103901,0,1
BSD68,test026.png,20,tv,16.9321360226,0,0.2615996393,0,1
BSD68,test026.png,25,adaptive,23.0689331357205,0,0.560186869328505,0,1
BSD68,test026.png,25,bilateral,23.9994814908783,0,0.549156969427858,0,1
BSD68,test026.png,25,guided,24.0271774528561,0,0.547056659245136,0,1
BSD68,test026.png,25,l0,21.8074373554689,0,0.537797219023777,0,1
BSD68,test026.png,25,lgss,23.8999449825,0,0.6547799082,0,1
BSD68,test026.png,25,original,19.0992614546005,0,0.451116546117163,0,1
BSD68,test026.png,25,tv,16.2990074085,0,0.2380856777,0,1
BSD68,test026.png,50,adaptive,14.9977103149252,0,0.198640581616269,0,1
BSD68,test026.png,50,bilateral,16.3730219118567,0,0.226145452566607,0,1
BSD68,test026.png,50,guided,16.8063638030806,0,0.234987117370096,0,1
BSD68,test026.png,50,l0,17.3834045638987,0,0.27838888316823,0,1
BSD68,test026.png,50,lgss,16.0337789633,0,0.2718952047,0,1
BSD68,test026.png,50,original,17.6483797571631,0,0.342399825725393,0,1
BSD68,test026.png,50,tv,13.1449957221,0,0.1399001884,0,1
BSD68,test027.png,10,adaptive,19.9973192997945,0,0.539851463026287,0,1
BSD68,test027.png,10,bilateral,31.1543845935967,0,0.850249886637395,0,1
BSD68,test027.png,10,guided,29.9874695072445,0,0.829888291738998,0,1
BSD68,test027.png,10,l0,20.4778429481621,0,0.524471765663431,0,1
BSD68,test027.png,10,lgss,24.608540659,0,0.6913597319,0,1
BSD68,test027.png,10,original,18.892260920426,0,0.484294768624269,0,1
BSD68,test027.png,10,tv,17.1435556014,0,0.2000813566,0,1
BSD68,test027.png,20,adaptive,23.8235034271949,0,0.642930850870117,0,1
BSD68,test027.png,20,bilateral,26.9981648026869,0,0.620049799693543,0,1
BSD68,test027.png,20,guided,26.9269334008119,0,0.617787383238473,0,1
BSD68,test027.png,20,l0,21.052206993291,0,0.543735729645096,0,1
BSD68,test027.png,20,lgss,25.1964093379,0,0.7139125236,0,1
BSD68,test027.png,20,original,18.9569604360485,0,0.487026206482323,0,1
BSD68,test027.png,20,tv,16.7078240806,0,0.1869441118,0,1
BSD68,test027.png,25,adaptive,23.5066754830701,0,0.505326773084949,0,1
BSD68,test027.png,25,bilateral,24.3921728516817,0,0.474179300676441,0,1
BSD68,test027.png,25,guided,24.5897293290126,0,0.477894948333472,0,1
BSD68,test027.png,25,l0,21.2382605183523,0,0.552633665287447,0,1
BSD68,test027.png,25,lgss,24.1500007331,0,0.6562044345,0,1
BSD68,test027.png,25,original,19.1462351681214,0,0.49565503536354,0,1
BSD68,test027.png,25,tv,16.0922523337,0,0.1685296061,0,1
BSD68,test027.png,50,adaptive,14.7452093885295,0,0.136256411539495,0,1
BSD68,test027.png,50,bilateral,16.2352303939767,0,0.161694078172209,0,1
BSD68,test027.png,50,guided,16.6666653669724,0,0.168152048632206,0,1
BSD68,test027.png,50,l0,17.2640784157397,0,0.201557288528522,0,1
BSD68,test027.png,50,lgss,15.5761213575,0,0.1786695127,0,1
BSD68,test027.png,50,original,17.3591857600498,0,0.247505273071561,0,1
BSD68,test027.png,50,tv,12.9150205301,0,0.0937835018,0,1
BSD68,test028.png,10,adaptive,27.9905591242599,0,0.807647309583655,0,1
BSD68,test028.png,10,bilateral,33.776420181526,0,0.905785746385083,0,1
BSD68,test028.png,10,guided,32.5725571822512,0,0.890491403848194,0,1
BSD68,test028.png,10,l0,27.4650329076403,0,0.794007492470225,0,1
BSD68,test028.png,10,lgss,30.383104355,0,0.8629941518,0,1
BSD68,test028.png,10,original,26.7528960849587,0,0.78495140004028,0,1
BSD68,test028.png,10,tv,19.2269882612,0,0.1736108411,0,1
BSD68,test028.png,20,adaptive,27.3543589435558,0,0.809425036907097,0,1
BSD68,test028.png,20,bilateral,29.8101136727866,0,0.760097365374525,0,1
BSD68,test028.png,20,guided,28.9714951038671,0,0.762397523780255,0,1
BSD68,test028.png,20,l0,26.4500358381745,0,0.779574408716627,0,1
BSD68,test028.png,20,lgss,28.535089792,0,0.8572894043,0,1
BSD68,test028.png,20,original,25.8183814737056,0,0.770978088161097,0,1
BSD68,test028.png,20,tv,18.4998178734,0,0.1561686787,0,1
BSD68,test028.png,25,adaptive,26.9132547418759,0,0.801583026924805,0,1
BSD68,test028.png,25,bilateral,27.4092755186185,0,0.616416310035452,0,1
BSD68,test028.png,25,guided,26.9716500447199,0,0.642182486481542,0,1
BSD68,test028.png,25,l0,25.8495640420582,0,0.77024470582966,0,1
BSD68,test028.png,25,lgss,27.1419142313,0,0.8339847421,0,1
BSD68,test028.png,25,original,25.2751599297909,0,0.761157112143409,0,1
BSD68,test028.png,25,tv,17.9774845938,0,0.1438973266,0,1
BSD68,test028.png,50,adaptive,17.7600733972115,0,0.185857573692145,0,1
BSD68,test028.png,50,bilateral,18.7554594356119,0,0.171388392353871,0,1
BSD68,test028.png,50,guided,19.3765123324872,0,0.199264681105672,0,1
BSD68,test028.png,50,l0,20.2323336640944,0,0.446289020123162,0,1
BSD68,test028.png,50,lgss,20.1972176949,0,0.5821741914,0,1
BSD68,test028.png,50,original,22.5459494841545,0,0.685586520761423,0,1
BSD68,test028.png,50,tv,14.8180615533,0,0.0850802457,0,1
BSD68,test029.png,10,adaptive,24.6900369076612,0,0.759761673445361,0,1
BSD68,test029.png,10,bilateral,27.9550993339764,0,0.899334251394201,0,1
BSD68,test029.png,10,guided,27.1959339907869,0,0.889416516148887,0,1
BSD68,test029.png,10,l0,20.0090350943579,0,0.562350891915182,0,1
BSD68,test029.png,10,lgss,24.6432727182,0,0.7486247928,0,1
BSD68,test029.png,10,original,19.4433159720082,0,0.510630765640512,0,1
BSD68,test029.png,10,tv,18.5870351163,0,0.5711990582,0,1
BSD68,test029.png,20,adaptive,23.6185486966847,0,0.797700691674347,0,1
BSD68,test029.png,20,bilateral,24.5188146386193,0,0.785762819683538,0,1
BSD68,test029.png,20,guided,24.1795047489033,0,0.776126279559664,0,1
BSD68,test029.png,20,l0,20.0300146336031,0,0.58216099248886,0,1
BSD68,test029.png,20,lgss,23.2439378407,0,0.7444951298,0,1
BSD68,test029.png,20,original,19.7777802896294,0,0.540322411981817,0,1
BSD68,test029.png,20,tv,17.4717347531,0,0.5254845104,0,1
BSD68,test029.png,25,adaptive,21.7144131895377,0,0.718631261221062,0,1
BSD68,test029.png,25,bilateral,22.6724513795414,0,0.710022330358736,0,1
BSD68,test029.png,25,guided,22.5491198735445,0,0.704113922948213,0,1
BSD68,test029.png,25,l0,19.9198102676597,0,0.59539673272611,0,1
BSD68,test029.png,25,lgss,22.1153173859,0,0.7312097409,0,1
BSD68,test029.png,25,original,19.9028855076498,0,0.562614848486721,0,1
BSD68,test029.png,25,tv,16.6888283567,0,0.492006523,0,1
BSD68,test029.png,50,adaptive,15.1024288595649,0,0.418319963623382,0,1
BSD68,test029.png,50,bilateral,16.1456237828353,0,0.441462932118205,0,1
BSD68,test029.png,50,guided,16.4794234654775,0,0.446863414370078,0,1
BSD68,test029.png,50,l0,16.4709586716301,0,0.449088686088341,0,1
BSD68,test029.png,50,lgss,15.9094921144,0,0.4745292987,0,1
BSD68,test029.png,50,original,16.7060064191885,0,0.498006821256828,0,1
BSD68,test029.png,50,tv,13.3188783932,0,0.3406908509,0,1
BSD68,test030.png,10,adaptive,21.8259572492217,0,0.545737386762995,0,1
BSD68,test030.png,10,bilateral,31.0881955816673,0,0.833301709499409,0,1
BSD68,test030.png,10,guided,29.828693793433,0,0.804687564295458,0,1
BSD68,test030.png,10,l0,20.8011314256923,0,0.525337406216782,0,1
BSD68,test030.png,10,lgss,25.3115344946,0,0.6372721776,0,1
BSD68,test030.png,10,original,19.9516453601472,0,0.48854288681663,0,1
BSD68,test030.png,10,tv,17.1291142973,0,0.1964748838,0,1
BSD68,test030.png,20,adaptive,23.8948809179698,0,0.591612093956767,0,1
BSD68,test030.png,20,bilateral,27.0148573718757,0,0.618662230476881,0,1
BSD68,test030.png,20,guided,26.8535980494614,0,0.610107649121297,0,1
BSD68,test030.png,20,l0,21.3438347107911,0,0.536557043225294,0,1
BSD68,test030.png,20,lgss,26.2682423881,0,0.6819232501,0,1
BSD68,test030.png,20,original,20.2770146213517,0,0.497128462657773,0,1
BSD68,test030.png,20,tv,16.6258244786,0,0.1810168346,0,1
BSD68,test030.png,25,adaptive,23.5113577592685,0,0.485137086395768,0,1
BSD68,test030.png,25,bilateral,24.3704825511086,0,0.473386269588026,0,1
BSD68,test030.png,25,guided,24.5046191327057,0,0.472532210347928,0,1
BSD68,test030.png,25,l0,21.5291982952344,0,0.537496349035637,0,1
BSD68,test030.png,25,lgss,24.4436989975,0,0.6102200555,0,1
BSD68,test030.png,25,original,20.4810658873517,0,0.502108613165614,0,1
BSD68,test030.png,25,tv,15.974893877,0,0.1630047885,0,1
BSD68,test030.png,50,adaptive,14.5103752090479,0,0.129301174969252,0,1
BSD68,test030.png,50,bilateral,16.0106154448264,0,0.154179978200661,0,1
BSD68,test030.png,50,guided,16.3639403662284,0,0.158752845704634,0,1
BSD68,test030.png,50,l0,16.8277034513487,0,0.177909869762677,0,1
BSD68,test030.png,50,lgss,15.060099475,0,0.1462183932,0,1
BSD68,test030.png,50,original,16.7906633450289,0,0.211307828176285,0,1
BSD68,test030.png,50,tv,12.6388155755,0,0.0889441022,0,1
BSD68,test031.png,10,adaptive,23.5009907194901,0,0.707605059389664,0,1
BSD68,test031.png,10,bilateral,27.3959362895868,0,0.885121404461818,0,1
BSD68,test031.png,10,guided,26.3392537789571,0,0.866585952969555,0,1
BSD68,test031.png,10,l0,18.6370823022822,0,0.329968988080429,0,1
BSD68,test031.png,10,lgss,24.7881348535,0,0.7617312953,0,1
BSD68,test031.png,10,original,17.2486855639129,0,0.212005719869935,0,1
BSD68,test031.png,10,tv,18.3691056426,0,0.5947958563,0,1
BSD68,test031.png,20,adaptive,23.0015737038358,0,0.764908482361262,0,1
BSD68,test031.png,20,bilateral,24.1249232862399,0,0.804769260377661,0,1
BSD68,test031.png,20,guided,23.8888157121326,0,0.792711666398215,0,1
BSD68,test031.png,20,l0,19.0474950721462,0,0.401359216359283,0,1
BSD68,test031.png,20,lgss,22.9343180238,0,0.7452538084,0,1
BSD68,test031.png,20,original,18.0387691698268,0,0.284410849901083,0,1
BSD68,test031.png,20,tv,17.1895246748,0,0.5379486746,0,1
BSD68,test031.png,25,adaptive,21.1375864407445,0,0.718517960183093,0,1
BSD68,test031.png,25,bilateral,22.3469719713584,0,0.739764081029666,0,1
BSD68,test031.png,25,guided,22.3556296882053,0,0.733360567310003,0,1
BSD68,test031.png,25,l0,19.4246400810345,0,0.451345351746916,0,1
BSD68,test031.png,25,lgss,21.3554145003,0,0.7053318152,0,1
BSD68,test031.png,25,original,18.7594263275002,0,0.352938169983163,0,1
BSD68,test031.png,25,tv,16.3762717695,0,0.496612836,0,1
BSD68,test031.png,50,adaptive,14.6986267768903,0,0.409317769022689,0,1
BSD68,test031.png,50,bilateral,15.8260702125723,0,0.43891421051866,0,1
BSD68,test031.png,50,guided,16.1525557778798,0,0.445827269147145,0,1
BSD68,test031.png,50,l0,15.932337989185,0,0.422651022532831,0,1
BSD68,test031.png,50,lgss,14.8911027261,0,0.4173679926,0,1
BSD68,test031.png,50,original,16.0135181335677,0,0.460401360478152,0,1
BSD68,test031.png,50,tv,12.899627553,0,0.3166914304,0,1
BSD68,test032.png,10,adaptive,20.6467418132687,0,0.449821578012751,0,1
BSD68,test032.png,10,bilateral,28.3273440463607,0,0.856556710727141,0,1
BSD68,test032.png,10,guided,27.0508106327811,0,0.83319000279163,0,1
BSD68,test032.png,10,l0,19.4756543715751,0,0.335333830307428,0,1
BSD68,test032.png,10,lgss,24.7414609917,0,0.6797394149,0,1
BSD68,test032.png,10,original,17.4167001577925,0,0.214841273270483,0,1
BSD68,test032.png,10,tv,17.4087745498,0,0.411547844,0,1
BSD68,test032.png,20,adaptive,23.5264977217805,0,0.663753631857712,0,1
BSD68,test032.png,20,bilateral,24.9843749654996,0,0.742617629352542,0,1
BSD68,test032.png,20,guided,24.6397486445383,0,0.726397576758395,0,1
BSD68,test032.png,20,l0,19.9662994867321,0,0.380453387143916,0,1
BSD68,test032.png,20,lgss,24.1383764207,0,0.7025395247,0,1
BSD68,test032.png,20,original,18.0356195544205,0,0.245577090588498,0,1
BSD68,test032.png,20,tv,16.766056964,0,0.3809646389,0,1
BSD68,test032.png,25,adaptive,22.0196222735703,0,0.6400000978917,0,1
BSD68,test032.png,25,bilateral,22.9836567507197,0,0.653562229311941,0,1
BSD68,test032.png,25,guided,22.9408513100248,0,0.644839828816936,0,1
BSD68,test032.png,25,l0,20.4063716922051,0,0.420776804041929,0,1
BSD68,test032.png,25,lgss,22.5073188525,0,0.6560846187,0,1
BSD68,test032.png,25,original,18.4254304574706,0,0.274255853211214,0,1
BSD68,test032.png,25,tv,16.0766586744,0,0.3488273495,0,1
BSD68,test032.png,50,adaptive,14.5773146136345,0,0.287135368602192,0,1
BSD68,test032.png,50,bilateral,15.8533654052214,0,0.320567481585614,0,1
BSD68,test032.png,50,guided,16.168459198204,0,0.326088959281948,0,1
BSD68,test032.png,50,l0,16.3379620000929,0,0.329135969614617,0,1
BSD68,test032.png,50,lgss,14.8378692927,0,0.2977182689,0,1
BSD68,test032.png,50,original,16.4461121257266,0,0.372076127206315,0,1
BSD68,test032.png,50,tv,12.7231233538,0,0.206866375,0,1
BSD68,test033.png,10,adaptive,24.0216950890187,0,0.794986685746378,0,1
BSD68,test033.png,10,bilateral,30.5156526971697,0,0.916652392046593,0,1
BSD68,test033.png,10,guided,29.1150884730294,0,0.902387656936996,0,1
BSD68,test033.png,10,l0,21.8447317217001,0,0.709209916510423,0,1
BSD68,test033.png,10,lgss,26.2022353712,0,0.8482378863,0,1
BSD68,test033.png,10,original,18.8042157659058,0,0.572286145895419,0,1
BSD68,test033.png,10,tv,17.7178474436,0,0.3372017319,0,1
BSD68,test033.png,20,adaptive,25.3263936163082,0,0.814695798398909,0,1
BSD68,test033.png,20,bilateral,26.2120546730043,0,0.682688182869973,0,1
BSD68,test033.png,20,guided,25.7475312060147,0,0.672640639147706,0,1
BSD68,test033.png,20,l0,21.9744120320237,0,0.720460717225951,0,1
BSD68,test033.png,20,lgss,25.8733351688,0,0.8516966951,0,1
BSD68,test033.png,20,original,19.3769304841519,0,0.602944409055041,0,1
BSD68,test033.png,20,tv,17.0157609009,0,0.3111333868,0,1
BSD68,test033.png,25,adaptive,23.0819834397328,0,0.616669915175195,0,1
BSD68,test033.png,25,bilateral,23.8440549162996,0,0.552259388407657,0,1
BSD68,test033.png,25,guided,23.7438666696266,0,0.547326252803742,0,1
BSD68,test033.png,25,l0,21.9104959134617,0,0.720593655504829,0,1
BSD68,test033.png,25,lgss,24.4868826693,0,0.829262939,0,1
BSD68,test033.png,25,original,19.9177508203,0,0.628410606573867,0,1
BSD68,test033.png,25,tv,16.3106913524,0,0.2880017046,0,1
BSD68,test033.png,50,adaptive,14.8060027634679,0,0.243570736344607,0,1
BSD68,test033.png,50,bilateral,16.1167467294618,0,0.265313817413799,0,1
BSD68,test033.png,50,guided,16.4567002829354,0,0.270382294052298,0,1
BSD68,test033.png,50,l0,16.7409470667278,0,0.295838610159525,0,1
BSD68,test033.png,50,lgss,15.815617624,0,0.2857800066,0,1
BSD68,test033.png,50,original,16.7572363753352,0,0.330572138746826,0,1
BSD68,test033.png,50,tv,12.9068315472,0,0.1848673863,0,1
BSD68,test034.png,10,adaptive,21.2028570525834,0,0.709758097180384,0,1
BSD68,test034.png,10,bilateral,33.8655421562367,0,0.874052130077147,0,1
BSD68,test034.png,10,guided,32.7453306868924,0,0.861401286877808,0,1
BSD68,test034.png,10,l0,22.6559254744339,0,0.72154764886153,0,1
BSD68,test034.png,10,lgss,24.9363175733,0,0.7688558893,0,1
BSD68,test034.png,10,original,18.9063414530908,0,0.65090788205462,0,1
BSD68,test034.png,10,tv,17.419755059,0,0.1465570604,0,1
BSD68,test034.png,20,adaptive,24.7412049683749,0,0.737886851330965,0,1
BSD68,test034.png,20,bilateral,28.3011660720356,0,0.60526883717637,0,1
BSD68,test034.png,20,guided,28.1720292504034,0,0.60831219372592,0,1
BSD68,test034.png,20,l0,22.5678249720548,0,0.722835003110231,0,1
BSD68,test034.png,20,lgss,26.3394332484,0,0.7832953867,0,1
BSD68,test034.png,20,original,19.222776916286,0,0.666100491018298,0,1
BSD68,test034.png,20,tv,17.0355856028,0,0.1379710758,0,1
BSD68,test034.png,25,adaptive,24.7551240543924,0,0.566259730772729,0,1
BSD68,test034.png,25,bilateral,25.2984025487932,0,0.440300296523103,0,1
BSD68,test034.png,25,guided,25.4634929936892,0,0.451421730941292,0,1
BSD68,test034.png,25,l0,22.6645597343215,0,0.723229185439861,0,1
BSD68,test034.png,25,lgss,25.8580979863,0,0.7374927973,0,1
BSD68,test034.png,25,original,19.502053601228,0,0.674413088147819,0,1
BSD68,test034.png,25,tv,16.4579047547,0,0.1254946897,0,1
BSD68,test034.png,50,adaptive,15.2576297834894,0,0.107879236759606,0,1
BSD68,test034.png,50,bilateral,16.7536964160353,0,0.129874366859042,0,1
BSD68,test034.png,50,guided,17.2625529348507,0,0.139662925723853,0,1
BSD68,test034.png,50,l0,18.1706714454366,0,0.242004843370728,0,1
BSD68,test034.png,50,lgss,16.977222314,0,0.29610882,0,1
BSD68,test034.png,50,original,18.6151965625995,0,0.370118292613099,0,1
BSD68,test034.png,50,tv,13.354695522,0,0.0728889122,0,1
BSD68,test035.png,10,adaptive,21.1903714631319,0,0.556922783752785,0,1
BSD68,test035.png,10,bilateral,30.1507415618591,0,0.852133108080849,0,1
BSD68,test035.png,10,guided,28.886199926953,0,0.828012512154064,0,1
BSD68,test035.png,10,l0,21.4293661217616,0,0.539552761991988,0,1
BSD68,test035.png,10,lgss,24.9303850618,0,0.6853770855,0,1
BSD68,test035.png,10,original,18.6769286589232,0,0.444833852289666,0,1
BSD68,test035.png,10,tv,17.4613425744,0,0.2903476288,0,1
BSD68,test035.png,20,adaptive,24.0071110274526,0,0.659971093049819,0,1
BSD68,test035.png,20,bilateral,26.3294389510529,0,0.669739761633321,0,1
BSD68,test035.png,20,guided,25.9713812048449,0,0.658297940426123,0,1
BSD68,test035.png,20,l0,21.7555221588077,0,0.549147034912842,0,1
BSD68,test035.png,20,lgss,25.2852053394,0,0.7238959881,0,1
BSD68,test035.png,20,original,18.9862092844663,0,0.45910349980589,0,1
BSD68,test035.png,20,tv,16.9647914434,0,0.2704861541,0,1
BSD68,test035.png,25,adaptive,23.1947156069267,0,0.585744248469614,0,1
BSD68,test035.png,25,bilateral,24.0118594093997,0,0.548685581512513,0,1
BSD68,test035.png,25,guided,23.9889135572784,0,0.546546646719542,0,1
BSD68,test035.png,25,l0,21.92810264939,0,0.560358463071364,0,1
BSD68,test035.png,25,lgss,23.9864584787,0,0.6889548328,0,1
BSD68,test035.png,25,original,19.2917580901759,0,0.47559315071396,0,1
BSD68,test035.png,25,tv,16.3469799488,0,0.2485210052,0,1
BSD68,test035.png,50,adaptive,15.0441433571714,0,0.208141237344705,0,1
BSD68,test035.png,50,bilateral,16.4136273573106,0,0.23546935895766,0,1
BSD68,test035.png,50,guided,16.8441269236533,0,0.243150542768126,0,1
BSD68,test035.png,50,l0,17.4382268119412,0,0.286881535260456,0,1
BSD68,test035.png,50,lgss,15.985427456,0,0.291303397,0,1
BSD68,test035.png,50,original,17.7253597682457,0,0.36276880557675,0,1
BSD68,test035.png,50,tv,13.1954512552,0,0.1510953483,0,1
BSD68,test036.png,10,adaptive,25.9116710389185,0,0.401914658856094,0,1
BSD68,test036.png,10,bilateral,29.3906045468038,0,0.690862967943757,0,1
BSD68,test036.png,10,guided,29.0882612927334,0,0.681870985634104,0,1
BSD68,test036.png,10,l0,25.078383706813,0,0.379687974143605,0,1
BSD68,test036.png,10,lgss,27.0295551343,0,0.4758680383,0,1
BSD68,test036.png,10,original,23.8148083930053,0,0.358083924618529,0,1
BSD68,test036.png,10,tv,17.261087545,0,0.2294335582,0,1
BSD68,test036.png,20,adaptive,25.7513367338721,0,0.470120354642006,0,1
BSD68,test036.png,20,bilateral,26.773096295856,0,0.603452691238382,0,1
BSD68,test036.png,20,guided,26.851590608775,0,0.604252376957477,0,1
BSD68,test036.png,20,l0,25.1376251302018,0,0.384365095545996,0,1
BSD68,test036.png,20,lgss,25.4759137008,0,0.5277059333,0,1
BSD68,test036.png,20,original,24.5380394940925,0,0.36661177585002,0,1
BSD68,test036.png,20,tv,16.6689686807,0,0.2111104726,0,1
BSD68,test036.png,25,adaptive,22.674496681447,0,0.421118988728644,0,1
BSD68,test036.png,25,bilateral,24.3221925161126,0,0.488269189654764,0,1
BSD68,test036.png,25,guided,24.5735665853262,0,0.494242039860179,0,1
BSD68,test036.png,25,l0,24.9817013011224,0,0.38739703191562,0,1
BSD68,test036.png,25,lgss,22.654992241,0,0.4378375964,0,1
BSD68,test036.png,25,original,24.8863736305627,0,0.374366492234093,0,1
BSD68,test036.png,25,tv,15.9545628032,0,0.1873180413,0,1
BSD68,test036.png,50,adaptive,14.3246769000105,0,0.135176439919631,0,1
BSD68,test036.png,50,bilateral,15.8541511359464,0,0.160233438832738,0,1
BSD68,test036.png,50,guided,16.1652341461077,0,0.165021656208192,0,1
BSD68,test036.png,50,l0,16.4152982910348,0,0.157399336298427,0,1
BSD68,test036.png,50,lgss,14.4479300523,0,0.1374963041,0,1
BSD68,test036.png,50,original,16.116257057453,0,0.173268564341763,0,1
BSD68,test036.png,50,tv,12.4212142352,0,0.095445164,0,1
BSD68,test037.png,10,adaptive,22.6286644451723,0,0.568389992853938,0,1
BSD68,test037.png,10,bilateral,30.4467437546013,0,0.833784466008097,0,1
BSD68,test037.png,10,guided,29.5816871267667,0,0.818002297882065,0,1
BSD68,test037.png,10,l0,21.882295444177,0,0.550767490171348,0,1
BSD68,test037.png,10,lgss,25.3600232675,0,0.6719670086,0,1
BSD68,test037.png,10,original,18.8918806278356,0,0.47150302257269,0,1
BSD68,test037.png,10,tv,17.4539432575,0,0.2437639892,0,1
BSD68,test037.png,20,adaptive,23.8965356958642,0,0.652125173906861,0,1
BSD68,test037.png,20,bilateral,26.9031421428212,0,0.638993227123822,0,1
BSD68,test037.png,20,guided,26.6821030469064,0,0.633076872691878,0,1
BSD68,test037.png,20,l0,22.0531067669111,0,0.560002477361049,0,1
BSD68,test037.png,20,lgss,25.383078583,0,0.7026160567,0,1
BSD68,test037.png,20,original,19.6888277095392,0,0.483083882384848,0,1
BSD68,test037.png,20,tv,16.9864903181,0,0.226734324,0,1
BSD68,test037.png,25,adaptive,23.3238267591264,0,0.541262318778953,0,1
BSD68,test037.png,25,bilateral,24.4424332468258,0,0.507302661440379,0,1
BSD68,test037.png,25,guided,24.5274222862006,0,0.509288761052048,0,1
BSD68,test037.png,25,l0,22.0159609486428,0,0.562659019185998,0,1
BSD68,test037.png,25,lgss,24.073588949,0,0.6586626535,0,1
BSD68,test037.png,25,original,20.0772085771988,0,0.491186611440881,0,1
BSD68,test037.png,25,tv,16.3719261287,0,0.2060560695,0,1
BSD68,test037.png,50,adaptive,15.0690598597736,0,0.166639125059665,0,1
BSD68,test037.png,50,bilateral,16.5114496033671,0,0.193091358967541,0,1
BSD68,test037.png,50,guided,16.9803686956097,0,0.201383449656406,0,1
BSD68,test037.png,50,l0,17.5555371458377,0,0.248954247790235,0,1
BSD68,test037.png,50,lgss,16.0760641725,0,0.2474293189,0,1
BSD68,test037.png,50,original,17.8417603739615,0,0.325849740877681,0,1
BSD68,test037.png,50,tv,13.2231752551,0,0.1188674703,0,1
BSD68,test038.png,10,adaptive,22.0957084599328,0,0.511732216862219,0,1
BSD68,test038.png,10,bilateral,30.2584255941006,0,0.82249444329483,0,1
BSD68,test038.png,10,guided,29.154857114856,0,0.794173217775544,0,1
BSD68,test038.png,10,l0,20.7905287486376,0,0.471893225735671,0,1
BSD68,test038.png,10,lgss,25.3420962916,0,0.6429787739,0,1
BSD68,test038.png,10,original,18.7190563971343,0,0.413382445343779,0,1
BSD68,test038.png,10,tv,17.3365276946,0,0.2402568069,0,1
BSD68,test038.png,20,adaptive,24.2440819304527,0,0.596240976913388,0,1
BSD68,test038.png,20,bilateral,26.6802196820526,0,0.642330018011684,0,1
BSD68,test038.png,20,guided,26.4857507193308,0,0.631681727103982,0,1
BSD68,test038.png,20,l0,20.9821730368762,0,0.483510445362457,0,1
BSD68,test038.png,20,lgss,25.742138285,0,0.6890887022,0,1
BSD68,test038.png,20,original,19.0628582459285,0,0.421913320689753,0,1
BSD68,test038.png,20,tv,16.9352861549,0,0.2248365737,0,1
BSD68,test038.png,25,adaptive,23.3946626946482,0,0.530759612972205,0,1
BSD68,test038.png,25,bilateral,24.2875957950628,0,0.515660723238962,0,1
BSD68,test038.png,25,guided,24.4010166706795,0,0.514938862542163,0,1
BSD68,test038.png,25,l0,21.343021121237,0,0.494478054465469,0,1
BSD68,test038.png,25,lgss,24.1148460424,0,0.6353009998,0,1
BSD68,test038.png,25,original,19.4230721870416,0,0.429821181529073,0,1
BSD68,test038.png,25,tv,16.3365543853,0,0.2040519772,0,1
BSD68,test038.png,50,adaptive,15.0460597112386,0,0.170042857721844,0,1
BSD68,test038.png,50,bilateral,16.4855191644388,0,0.197207117595049,0,1
BSD68,test038.png,50,guided,16.9619775494114,0,0.206273307938573,0,1
BSD68,test038.png,50,l0,17.6256605735368,0,0.244912021797675,0,1
BSD68,test038.png,50,lgss,15.8625665564,0,0.2230102588,0,1
BSD68,test038.png,50,original,17.9483033075912,0,0.311023124401278,0,1
BSD68,test038.png,50,tv,13.2085227061,0,0.1172824575,0,1
BSD68,test039.png,10,adaptive,22.7602793301967,0,0.73261276713982,0,1
BSD68,test039.png,10,bilateral,33.2613097720856,0,0.902765580432068,0,1
BSD68,test039.png,10,guided,31.1944506235263,0,0.869759579022371,0,1
BSD68,test039.png,10,l0,23.1608184764643,0,0.722500238697383,0,1
BSD68,test039.png,10,lgss,26.2145126379,0,0.8082773676,0,1
BSD68,test039.png,10,original,19.1982467982552,0,0.642234331672389,0,1
BSD68,test039.png,10,tv,17.1316165552,0,0.1824137107,0,1
BSD68,test039.png,20,adaptive,25.1995805023494,0,0.747766791548882,0,1
BSD68,test039.png,20,bilateral,27.5693700733625,0,0.617392611421041,0,1
BSD68,test039.png,20,guided,27.0706261552292,0,0.599625920793219,0,1
BSD68,test039.png,20,l0,23.5168281259219,0,0.728893084205325,0,1
