dataset,image,sigma,realization,method,psnr,ssim,runtime
BSD68,test031.png,20,1,original,18.0387691698268,0.284410849901083,4.5099412
BSD68,test031.png,20,1,tv,17.1895246748,0.5379486746,1.1678869
BSD68,test032.png,20,1,adaptive,23.5264977217805,0.663753631857712,4.3668323
BSD68,test032.png,20,1,bilateral,24.9843749654996,0.742617629352542,0.5372508
BSD68,test032.png,20,1,guided,24.6397486445383,0.726397576758395,0.0094951
BSD68,test032.png,20,1,l0,19.9662994867321,0.380453387143916,2.2601345
BSD68,test032.png,20,1,lgss,24.1383764207,0.7025395247,4.5129666
BSD68,test032.png,20,1,original,18.0356195544205,0.245577090588498,4.1081849
BSD68,test032.png,20,1,tv,16.766056964,0.3809646389,1.3868795
BSD68,test033.png,20,1,adaptive,25.3263936163082,0.814695798398909,4.307466
BSD68,test033.png,20,1,bilateral,26.2120546730043,0.682688182869973,0.5516934
BSD68,test033.png,20,1,guided,25.7475312060147,0.672640639147706,0.0118012
BSD68,test033.png,20,1,l0,21.9744120320237,0.720460717225951,2.3416847
BSD68,test033.png,20,1,lgss,25.8733351688,0.8516966951,4.270417
BSD68,test033.png,20,1,original,19.3769304841519,0.602944409055041,4.2536571
BSD68,test033.png,20,1,tv,17.0157609009,0.3111333868,1.0730729
BSD68,test034.png,20,1,adaptive,24.7412049683749,0.737886851330965,4.520817
BSD68,test034.png,20,1,bilateral,28.3011660720356,0.60526883717637,0.583278
BSD68,test034.png,20,1,guided,28.1720292504034,0.60831219372592,0.0094192
BSD68,test034.png,20,1,l0,22.5678249720548,0.722835003110231,2.203634
BSD68,test034.png,20,1,lgss,26.3394332484,0.7832953867,4.2346423
BSD68,test034.png,20,1,original,19.222776916286,0.666100491018298,4.2271239
BSD68,test034.png,20,1,tv,17.0355856028,0.1379710758,1.0634122
BSD68,test035.png,20,1,adaptive,24.0071110274526,0.659971093049819,4.4441237
BSD68,test035.png,20,1,bilateral,26.3294389510529,0.669739761633321,0.5766503
BSD68,test035.png,20,1,guided,25.9713812048449,0.658297940426123,0.0108698
BSD68,test035.png,20,1,l0,21.7555221588077,0.549147034912842,2.2774371
BSD68,test035.png,20,1,lgss,25.2852053394,0.7238959881,4.157794
BSD68,test035.png,20,1,original,18.9862092844663,0.45910349980589,4.2500087
BSD68,test035.png,20,1,tv,16.9647914434,0.2704861541,1.180191
BSD68,test036.png,20,1,adaptive,25.7513367338721,0.470120354642006,4.5828426
BSD68,test036.png,20,1,bilateral,26.773096295856,0.603452691238382,0.5529461
BSD68,test036.png,20,1,guided,26.851590608775,0.604252376957477,0.0103847
BSD68,test036.png,20,1,l0,25.1376251302018,0.384365095545996,2.2841609
BSD68,test036.png,20,1,lgss,25.4759137008,0.5277059333,4.1363062
BSD68,test036.png,20,1,original,24.5380394940925,0.36661177585002,4.0444729
BSD68,test036.png,20,1,tv,16.6689686807,0.2111104726,1.0651223
BSD68,test037.png,20,1,adaptive,23.8965356958642,0.652125173906861,5.1354003
BSD68,test037.png,20,1,bilateral,26.9031421428212,0.638993227123822,0.6110374
BSD68,test037.png,20,1,guided,26.6821030469064,0.633076872691878,0.0126605
BSD68,test037.png,20,1,l0,22.0531067669111,0.560002477361049,2.4651329
BSD68,test037.png,20,1,lgss,25.383078583,0.7026160567,4.1002582
BSD68,test037.png,20,1,original,19.6888277095392,0.483083882384848,4.4502398
BSD68,test037.png,20,1,tv,16.9864903181,0.226734324,1.0613373
BSD68,test038.png,20,1,adaptive,24.2440819304527,0.596240976913388,4.7414389
BSD68,test038.png,20,1,bilateral,26.6802196820526,0.642330018011684,0.6166239
BSD68,test038.png,20,1,guided,26.4857507193308,0.631681727103982,0.0099958
BSD68,test038.png,20,1,l0,20.9821730368762,0.483510445362457,2.4698177
BSD68,test038.png,20,1,lgss,25.742138285,0.6890887022,4.0659936
BSD68,test038.png,20,1,original,19.0628582459285,0.421913320689753,4.4202265
BSD68,test038.png,20,1,tv,16.9352861549,0.2248365737,1.0655867
BSD68,test039.png,20,1,adaptive,25.1995805023494,0.747766791548882,6.7772555
BSD68,test039.png,20,1,bilateral,27.5693700733625,0.617392611421041,0.8102269
BSD68,test039.png,20,1,guided,27.0706261552292,0.599625920793219,0.0142158
BSD68,test039.png,20,1,l0,23.5168281259219,0.728893084205325,3.8252158
BSD68,test039.png,20,1,lgss,27.4588991267,0.8300059691,5.2876944
BSD68,test039.png,20,1,original,19.7798924583435,0.659020559462496,7.4045238
BSD68,test039.png,20,1,tv,16.6560834057,0.1706796975,1.1243072
BSD68,test040.png,20,1,adaptive,25.348967837176,0.670973699336167,7.2199078
BSD68,test040.png,20,1,bilateral,26.7653606616739,0.664973832757585,0.8396104
BSD68,test040.png,20,1,guided,26.1725056090469,0.650157610501252,0.0157726
BSD68,test040.png,20,1,l0,22.5722114015127,0.610500174078223,3.5446418
BSD68,test040.png,20,1,lgss,26.1525668533,0.7152022122,3.6759536
BSD68,test040.png,20,1,original,20.4212462177838,0.524679483430707,6.6559977
BSD68,test040.png,20,1,tv,16.8618090117,0.261060699,0.9572251
BSD68,test041.png,20,1,adaptive,24.1234774502105,0.689837626501903,4.9318133
BSD68,test041.png,20,1,bilateral,26.3441609396015,0.705266387373778,0.5871151
BSD68,test041.png,20,1,guided,25.8504386279628,0.691997901122442,0.0107629
BSD68,test041.png,20,1,l0,21.6282556861736,0.557469045984113,2.4486174
BSD68,test041.png,20,1,lgss,24.8997377887,0.722893499,3.8182868
BSD68,test041.png,20,1,original,18.5992825549561,0.439884981670656,4.8562766
BSD68,test041.png,20,1,tv,17.3231508267,0.3084016028,0.9817082
BSD68,test042.png,20,1,adaptive,25.6737516517848,0.701828652531946,4.9399429
BSD68,test042.png,20,1,bilateral,27.0481263657079,0.630035177980744,0.6880886
BSD68,test042.png,20,1,guided,26.6579575569736,0.622309344783761,0.009693
BSD68,test042.png,20,1,l0,23.0903704585237,0.670674548527064,2.7188673
BSD68,test042.png,20,1,lgss,26.097995782,0.7505099606,3.8962815
BSD68,test042.png,20,1,original,20.3567495624706,0.60777136458694,5.0207567
BSD68,test042.png,20,1,tv,16.8301339195,0.2278305169,0.972941
BSD68,test043.png,20,1,adaptive,23.9603764390816,0.7155621503586,6.3303895
BSD68,test043.png,20,1,bilateral,26.7148314074058,0.676717677600208,0.7506424
BSD68,test043.png,20,1,guided,26.1251219810957,0.662659882007916,0.0140334
BSD68,test043.png,20,1,l0,21.2529907144003,0.662786389611567,2.7023512
BSD68,test043.png,20,1,lgss,25.0181272373,0.7647523783,3.6884825
BSD68,test043.png,20,1,original,20.335783148182,0.613624930330329,7.3038552
BSD68,test043.png,20,1,tv,17.0608509404,0.2625849024,0.9739263
BSD68,test044.png,20,1,adaptive,23.9579251451982,0.72083034963621,6.8974585
BSD68,test044.png,20,1,bilateral,25.7203314335977,0.693082401621361,0.7560819
BSD68,test044.png,20,1,guided,25.4130045277117,0.682045817928356,0.0134066
BSD68,test044.png,20,1,l0,21.2470830875391,0.516515654844895,3.3264514
BSD68,test044.png,20,1,lgss,24.4959292476,0.7701883414,3.6936705
BSD68,test044.png,20,1,original,19.5884043755561,0.429239699391298,5.5867591
BSD68,test044.png,20,1,tv,17.0101636052,0.3269033109,0.9741285
BSD68,test045.png,20,1,adaptive,25.1349922029134,0.714157345489082,4.5292062
BSD68,test045.png,20,1,bilateral,28.2762187464261,0.554875558603683,0.549698
BSD68,test045.png,20,1,guided,28.3789849638794,0.558671554301942,0.0091592
BSD68,test045.png,20,1,l0,20.7626084546691,0.708346603567099,2.1730423
BSD68,test045.png,20,1,lgss,27.7879322295,0.7942839695,3.6690846
BSD68,test045.png,20,1,original,20.6262689747427,0.686084242452682,4.2810977
BSD68,test045.png,20,1,tv,16.5935435773,0.1063470785,1.0009624
BSD68,test046.png,20,1,adaptive,24.0839825502121,0.686256956767192,4.9329647
BSD68,test046.png,20,1,bilateral,25.3527686995923,0.739920084704005,0.5565991
BSD68,test046.png,20,1,guided,24.7902006962241,0.719827457138241,0.0095524
BSD68,test046.png,20,1,l0,21.0439108356888,0.51096833746689,2.2062432
BSD68,test046.png,20,1,lgss,24.0868711779,0.6768712323,3.6922201
BSD68,test046.png,20,1,original,19.9273747737324,0.429006105687709,4.2061603
BSD68,test046.png,20,1,tv,17.0506587633,0.3967530117,0.9728568
BSD68,test047.png,20,1,adaptive,23.1190257337693,0.594425592885657,4.6476799
BSD68,test047.png,20,1,bilateral,25.3652436511281,0.710613323263966,0.5562347
BSD68,test047.png,20,1,guided,25.1279901762559,0.698247598284883,0.0098487
BSD68,test047.png,20,1,l0,19.9025274570139,0.371754343590835,2.2131861
BSD68,test047.png,20,1,lgss,24.2220407685,0.6620345326,3.7019582
BSD68,test047.png,20,1,original,18.656215831958,0.292468686855853,4.3255148
BSD68,test047.png,20,1,tv,16.7812828606,0.3386628577,0.9863488
BSD68,test048.png,20,1,adaptive,24.2791281304016,0.776713889959707,8.4239079
BSD68,test048.png,20,1,bilateral,26.393902024449,0.71907333211486,1.3888606
BSD68,test048.png,20,1,guided,25.5799214148883,0.697164545082532,0.029475
BSD68,test048.png,20,1,l0,21.910382167577,0.703560534702564,3.450633
BSD68,test048.png,20,1,lgss,25.3351573303,0.8212477212,3.8231336
BSD68,test048.png,20,1,original,20.0817255378906,0.634391635559476,7.1173939
BSD68,test048.png,20,1,tv,17.2489337117,0.3250090643,0.9871537
BSD68,test049.png,20,1,adaptive,24.142394683062,0.714531056604815,4.5169581
BSD68,test049.png,20,1,bilateral,28.1243108021044,0.628212492679923,0.5550664
BSD68,test049.png,20,1,guided,27.9859250482266,0.631126354549269,0.0097475
BSD68,test049.png,20,1,l0,24.1210412814562,0.713746107626773,3.2445508
BSD68,test049.png,20,1,lgss,26.833865621,0.7676266984,3.6959671
BSD68,test049.png,20,1,original,19.1992007934604,0.652178052771541,4.2967167
BSD68,test049.png,20,1,tv,16.9604024996,0.1381254889,0.9850005
BSD68,test050.png,20,1,adaptive,23.4701450856782,0.651801718549415,4.7139217
BSD68,test050.png,20,1,bilateral,25.6814716487334,0.718254662879391,0.5503394
BSD68,test050.png,20,1,guided,25.396741136063,0.709561759269431,0.0092178
BSD68,test050.png,20,1,l0,20.5395210356858,0.472752831497026,2.2572209
BSD68,test050.png,20,1,lgss,23.9510005087,0.6704428579,3.6867098
BSD68,test050.png,20,1,original,18.2964367575526,0.376130367201177,4.2595118
BSD68,test050.png,20,1,tv,17.0480217282,0.33652866,0.9769724
BSD68,test051.png,20,1,adaptive,23.6684746664536,0.673946074445312,4.4902473
BSD68,test051.png,20,1,bilateral,26.151147051868,0.692002150776563,0.5525684
BSD68,test051.png,20,1,guided,25.5060084015626,0.681915529882467,0.008929
BSD68,test051.png,20,1,l0,20.8817543250616,0.600404449586755,2.199129
BSD68,test051.png,20,1,lgss,24.4692254064,0.7098010114,3.7318495
BSD68,test051.png,20,1,original,21.0568518148991,0.584759809701767,4.087898
BSD68,test051.png,20,1,tv,16.8682072489,0.3278201264,0.9583789
BSD68,test052.png,20,1,adaptive,23.3956319968604,0.723728466790772,6.4920391
BSD68,test052.png,20,1,bilateral,28.3973646701058,0.651262946183615,0.7451212
BSD68,test052.png,20,1,guided,28.2711735597197,0.65954261950632,0.0131019
BSD68,test052.png,20,1,l0,23.7590806854423,0.706370919913424,3.0876045
BSD68,test052.png,20,1,lgss,26.7757488806,0.7663222586,3.9338124
BSD68,test052.png,20,1,original,20.1921166546145,0.674044903078148,6.1065082
BSD68,test052.png,20,1,tv,17.1682431827,0.1373079566,0.9778079
BSD68,test053.png,20,1,adaptive,24.9708058715922,0.619406206596166,6.7475687
BSD68,test053.png,20,1,bilateral,27.9585676339472,0.56856247077995,0.8305155
BSD68,test053.png,20,1,guided,28.0894255538252,0.571429038230166,0.0158786
BSD68,test053.png,20,1,l0,22.9188502961712,0.617002298096234,3.7564096
BSD68,test053.png,20,1,lgss,27.3371894232,0.6981694446,3.7439767
BSD68,test053.png,20,1,original,21.5294543724049,0.597904794783065,8.337152
BSD68,test053.png,20,1,tv,16.638850609,0.1223345228,0.9816143
BSD68,test054.png,20,1,adaptive,24.1557728476562,0.667550339010437,8.4149533
BSD68,test054.png,20,1,bilateral,26.2900288202497,0.677149631546287,1.1991199
BSD68,test054.png,20,1,guided,25.8016277270686,0.658795451451127,0.0243964
BSD68,test054.png,20,1,l0,22.2525048181032,0.580895679460346,5.0062342
BSD68,test054.png,20,1,lgss,25.5312574955,0.7285198281,3.6284298
BSD68,test054.png,20,1,original,17.9381026140529,0.44478666722095,6.7926045
BSD68,test054.png,20,1,tv,16.8282569767,0.2741840821,0.9657009
BSD68,test055.png,20,1,adaptive,24.3163417543088,0.651816837863928,11.1810477
BSD68,test055.png,20,1,bilateral,25.9356468184779,0.698467503337766,0.8626747
BSD68,test055.png,20,1,guided,25.3798114635772,0.677516288531879,0.01721
BSD68,test055.png,20,1,l0,21.5753743009371,0.512361939102262,2.8537139
BSD68,test055.png,20,1,lgss,24.812919351,0.6875802526,3.7462365
BSD68,test055.png,20,1,original,20.2998520240654,0.448973959582869,10.0780437
BSD68,test055.png,20,1,tv,16.9704421448,0.3229394618,0.9713443
BSD68,test056.png,20,1,adaptive,22.9168807712238,0.740465293402623,11.7001936
BSD68,test056.png,20,1,bilateral,24.3438972585159,0.789492881964204,0.5877869
BSD68,test056.png,20,1,guided,24.0824550573282,0.778633999659542,0.0095264
BSD68,test056.png,20,1,l0,19.3167776058428,0.374610081674466,2.8018247
BSD68,test056.png,20,1,lgss,22.8786982648,0.7064360367,3.8619684
BSD68,test056.png,20,1,original,18.1402753872669,0.282001932962319,15.6910079
BSD68,test056.png,20,1,tv,17.1517137067,0.5118214565,0.9826427
BSD68,test057.png,20,1,adaptive,25.0750793416931,0.707669726193219,4.6197907
BSD68,test057.png,20,1,bilateral,26.6600451127075,0.632436419968521,0.5814736
BSD68,test057.png,20,1,guided,26.5543659465973,0.628770735378952,0.0090947
BSD68,test057.png,20,1,l0,21.6253068304897,0.561799751630606,2.2043425
BSD68,test057.png,20,1,lgss,25.7027735707,0.7888571067,3.6960837
BSD68,test057.png,20,1,original,19.763403758555,0.509916594648026,4.4303968
BSD68,test057.png,20,1,tv,16.8628970928,0.2300250555,1.0270317
BSD68,test058.png,20,1,adaptive,24.8945426230909,0.647480188360436,9.1923283
BSD68,test058.png,20,1,bilateral,27.9082946365369,0.567270651687031,0.9255807
BSD68,test058.png,20,1,guided,28.0547533162913,0.572356704008341,0.0140078
BSD68,test058.png,20,1,l0,23.0977326119757,0.637200055329129,7.214624
BSD68,test058.png,20,1,lgss,27.2925447877,0.7336487818,3.7924677
BSD68,test058.png,20,1,original,19.9647978095292,0.611000771710914,5.207261
BSD68,test058.png,20,1,tv,16.5770308405,0.1254487161,0.9682185
BSD68,test059.png,20,1,adaptive,25.2515971507029,0.65382881040773,5.1067141
BSD68,test059.png,20,1,bilateral,27.6569819263377,0.592759033089327,0.5892909
BSD68,test059.png,20,1,guided,27.488376430079,0.58863227710813,0.0108854
BSD68,test059.png,20,1,l0,23.3517756928257,0.632067497269046,2.4027883
BSD68,test059.png,20,1,lgss,26.9021205686,0.7214206255,3.6148942
BSD68,test059.png,20,1,original,18.8649242841076,0.554537465189018,5.2499347
BSD68,test059.png,20,1,tv,16.7518982041,0.1611894001,0.9648426
BSD68,test060.png,20,1,adaptive,25.7781279160552,0.680272307938759,5.0388329
BSD68,test060.png,20,1,bilateral,27.8526326643824,0.568723576087429,1.0048312
BSD68,test060.png,20,1,guided,27.8956937024297,0.570207194678085,0.0135025
BSD68,test060.png,20,1,l0,22.4715561726314,0.650381897530716,3.3302417
BSD68,test060.png,20,1,lgss,27.9162767826,0.7471444143,3.7445977
BSD68,test060.png,20,1,original,22.299696954017,0.630394142663041,4.8506218
BSD68,test060.png,20,1,tv,16.5894975862,0.131695849,0.970462
BSD68,test061.png,20,1,adaptive,26.5166796686849,0.705070708123298,5.500912
BSD68,test061.png,20,1,bilateral,27.6217717227776,0.591759488585109,0.6923637
BSD68,test061.png,20,1,guided,27.4295460850994,0.587840271863153,0.020162
BSD68,test061.png,20,1,l0,22.6420691397557,0.666496271891435,2.5626881
BSD68,test061.png,20,1,lgss,26.666047381,0.7586147366,3.7394282
BSD68,test061.png,20,1,original,22.313499802042,0.643803633497112,5.2286771
BSD68,test061.png,20,1,tv,16.7447764143,0.1677453828,0.9447859
BSD68,test062.png,20,1,adaptive,24.2514799131429,0.759897452992758,6.4930706
BSD68,test062.png,20,1,bilateral,28.1934817656192,0.723918975897886,0.7823073
BSD68,test062.png,20,1,guided,27.3276287414641,0.717568553254553,0.0180297
BSD68,test062.png,20,1,l0,22.6518774674197,0.720769004592395,3.6613164
BSD68,test062.png,20,1,lgss,24.9096758502,0.7926875979,3.6505613
BSD68,test062.png,20,1,original,20.6335980558629,0.681507233377738,6.5376678
BSD68,test062.png,20,1,tv,17.7801006594,0.2145561879,0.999846
BSD68,test063.png,20,1,adaptive,22.8763890620233,0.622769642329999,5.7796256
BSD68,test063.png,20,1,bilateral,25.1259931310945,0.737369997843243,0.660304
BSD68,test063.png,20,1,guided,24.8289016297005,0.722494339492413,0.0122484
BSD68,test063.png,20,1,l0,19.6984043617039,0.397970799018677,2.9460234
BSD68,test063.png,20,1,lgss,23.8280978481,0.6763470513,3.6691418
BSD68,test063.png,20,1,original,18.2706956834231,0.301624606760149,5.4986296
BSD68,test063.png,20,1,tv,16.980139276,0.374946906,0.9701423
BSD68,test064.png,20,1,adaptive,24.0578597654606,0.592796478628555,6.2638048
BSD68,test064.png,20,1,bilateral,25.6890184441161,0.691314818014647,1.5350757
BSD68,test064.png,20,1,guided,25.4479657390315,0.681208144145617,0.0181885
BSD68,test064.png,20,1,l0,21.1824976816794,0.406718474176736,4.9071026
BSD68,test064.png,20,1,lgss,24.6302382119,0.6389679282,3.6646151
BSD68,test064.png,20,1,original,19.4283315700592,0.337837603949667,5.7077461
BSD68,test064.png,20,1,tv,16.9048623261,0.3205253788,0.9785691
BSD68,test065.png,20,1,adaptive,23.4955703394642,0.626269135662927,6.9198774
BSD68,test065.png,20,1,bilateral,27.0192754526532,0.708750359619384,0.8317671
BSD68,test065.png,20,1,guided,26.6145765832415,0.695039047102453,0.0142147
BSD68,test065.png,20,1,l0,20.9730319691848,0.494003425897151,3.0629722
BSD68,test065.png,20,1,lgss,24.1860799705,0.656556652,3.7715584
BSD68,test065.png,20,1,original,18.4716159164964,0.401426906176777,6.5497864
BSD68,test065.png,20,1,tv,17.448332924,0.2405579642,0.9495345
BSD68,test066.png,20,1,adaptive,27.9586223917976,0.884712075040314,7.1043063
BSD68,test066.png,20,1,bilateral,29.2823096053984,0.535135453302745,0.6931723
BSD68,test066.png,20,1,guided,29.3013091149374,0.542092388178362,0.0140794
BSD68,test066.png,20,1,l0,26.1525500836438,0.934041142516137,3.191675
BSD68,test066.png,20,1,lgss,28.368085706,0.924897882,3.8090689
BSD68,test066.png,20,1,original,23.391509846074,0.898185268039313,5.906081
BSD68,test066.png,20,1,tv,16.6033162277,0.0738580265,0.9588583
BSD68,test067.png,20,1,adaptive,23.178911473546,0.790712448190325,7.4613684
BSD68,test067.png,20,1,bilateral,24.1102062695764,0.829173103475891,0.7158633
BSD68,test067.png,20,1,guided,23.6716241932279,0.81605970721287,0.0146277
BSD68,test067.png,20,1,l0,19.6419684432847,0.561097179721091,3.2204122
BSD68,test067.png,20,1,lgss,22.8360478133,0.7498876365,4.968426
BSD68,test067.png,20,1,original,19.0235429333583,0.482742377144321,9.0307339
BSD68,test067.png,20,1,tv,17.2417803037,0.5672320866,0.9637603
BSD68,test068.png,20,1,adaptive,24.1068781005182,0.818627297062079,4.5186686
BSD68,test068.png,20,1,bilateral,25.7042508875475,0.818209249755461,0.5553676
BSD68,test068.png,20,1,guided,25.1926076238298,0.81094603931655,0.0098436
BSD68,test068.png,20,1,l0,20.314174542306,0.617145039152812,2.2491998
BSD68,test068.png,20,1,lgss,24.2497092193,0.8220636811,5.1591239
BSD68,test068.png,20,1,original,19.2184881649334,0.536688455176259,4.41532
BSD68,test068.png,20,1,tv,17.818220309,0.4039650136,1.6430622
BSD68,test001.png,25,1,adaptive,22.187308485241,0.581718362771769,3.9560248
BSD68,test001.png,25,1,bilateral,23.4711373808216,0.631150789752857,0.5895273
BSD68,test001.png,25,1,guided,23.4137568294431,0.624734325842202,0.0077272
BSD68,test001.png,25,1,l0,20.6196682377344,0.412310153409021,1.8628491
BSD68,test001.png,25,1,lgss,22.8080497406,0.585202483,4.7659831
BSD68,test001.png,25,1,original,19.437947712886,0.342832215019348,3.6135853
BSD68,test001.png,25,1,tv,16.5448805287,0.3367787029,1.4405983
BSD68,test002.png,25,1,adaptive,23.914222586094,0.65740109498775,4.9756784
BSD68,test002.png,25,1,bilateral,24.8935827400716,0.57709010930897,0.7587851
BSD68,test002.png,25,1,guided,24.7729930860456,0.587950823290978,0.0114147
BSD68,test002.png,25,1,l0,22.5732449707577,0.692565143945185,2.0990891
BSD68,test002.png,25,1,lgss,24.8141764574,0.7831917598,4.4297707
BSD68,test002.png,25,1,original,20.2027571905138,0.651395962590235,4.4167979
BSD68,test002.png,25,1,tv,16.518157325,0.1934110106,1.1496966
BSD68,test003.png,25,1,adaptive,23.5787196651487,0.525914331952581,3.8629151
BSD68,test003.png,25,1,bilateral,24.366301694126,0.476017384766372,0.7498772
BSD68,test003.png,25,1,guided,24.4026113722681,0.477589679454697,0.0099038
BSD68,test003.png,25,1,l0,21.7240646743764,0.70485356948314,2.1483161
BSD68,test003.png,25,1,lgss,24.3318608889,0.7726144724,4.2316307
BSD68,test003.png,25,1,original,21.0317926603096,0.675037949723429,3.5523359
BSD68,test003.png,25,1,tv,16.1983710104,0.2024962699,1.0988759
BSD68,test004.png,25,1,adaptive,23.7051333990753,0.509443133131943,4.7465199
BSD68,test004.png,25,1,bilateral,24.4773730613663,0.471817192879676,0.5660264
BSD68,test004.png,25,1,guided,24.6344391606808,0.472872977398291,0.0096093
BSD68,test004.png,25,1,l0,21.3460560921978,0.563544637684267,2.4406174
BSD68,test004.png,25,1,lgss,24.2743447778,0.6506796933,4.5699004
BSD68,test004.png,25,1,original,19.2106431566174,0.520665125082353,4.3455772
BSD68,test004.png,25,1,tv,16.0978468199,0.1579692337,1.1582734
BSD68,test005.png,25,1,adaptive,22.5114037852639,0.636376336816597,5.292279
BSD68,test005.png,25,1,bilateral,24.0562788571196,0.629456582254749,0.6252475
BSD68,test005.png,25,1,guided,24.0594816813373,0.63716617434974,0.0131758
BSD68,test005.png,25,1,l0,20.1546494650719,0.50713049420051,2.6142138
BSD68,test005.png,25,1,lgss,23.003192871,0.6761408257,4.3053351
BSD68,test005.png,25,1,original,18.1904824990076,0.433593066032698,4.7117936
BSD68,test005.png,25,1,tv,16.6339397959,0.2710326777,1.0846124
BSD68,test006.png,25,1,adaptive,23.2378863717653,0.589688299353748,4.6013985
BSD68,test006.png,25,1,bilateral,25.5930129198189,0.465357424568359,0.5959257
BSD68,test006.png,25,1,guided,25.7589909137692,0.485341993050111,0.0108956
BSD68,test006.png,25,1,l0,21.4879068195114,0.734178890568803,2.2997551
BSD68,test006.png,25,1,lgss,23.4058302795,0.7594520777,4.2416246
BSD68,test006.png,25,1,original,18.8306947810035,0.71215425404994,5.3844116
BSD68,test006.png,25,1,tv,16.5313593386,0.1154488963,1.0715901
BSD68,test007.png,25,1,adaptive,22.866386621343,0.579048067745387,4.6714206
BSD68,test007.png,25,1,bilateral,23.6698444509349,0.578297625455391,0.5591944
BSD68,test007.png,25,1,guided,23.6288594685652,0.571538696923501,0.0096942
BSD68,test007.png,25,1,l0,21.2215583799527,0.495209800108743,3.0182266
BSD68,test007.png,25,1,lgss,23.5289335222,0.6442896994,4.2333094
BSD68,test007.png,25,1,original,19.8190533505057,0.421471323966483,4.2113122
BSD68,test007.png,25,1,tv,16.2516411759,0.2733194303,1.074728
BSD68,test008.png,25,1,adaptive,22.3527131516233,0.598210420910036,15.7400847
BSD68,test008.png,25,1,bilateral,23.3939310723756,0.615197996342036,0.8425837
BSD68,test008.png,25,1,guided,23.4059870881116,0.612922591542884,0.0264914
BSD68,test008.png,25,1,l0,20.5576536410772,0.449001184361247,3.2154214
BSD68,test008.png,25,1,lgss,22.7974173701,0.6346344647,10.4008595
BSD68,test008.png,25,1,original,20.2892202834978,0.41524107725787,12.5032987
BSD68,test008.png,25,1,tv,16.4789232448,0.3330988012,1.7771916
BSD68,test009.png,25,1,adaptive,23.7357188685547,0.626581742032142,10.6943816
BSD68,test009.png,25,1,bilateral,24.2655094654509,0.546941574811667,1.3494963
BSD68,test009.png,25,1,guided,24.3527893614531,0.552815791957322,0.0203304
BSD68,test009.png,25,1,l0,20.7580250031775,0.531322923707457,5.9389409
BSD68,test009.png,25,1,lgss,24.0480591031,0.6895339641,4.5088637
BSD68,test009.png,25,1,original,19.547384983274,0.487133185381432,12.2019682
BSD68,test009.png,25,1,tv,16.7153844109,0.2359127544,1.6599457
BSD68,test010.png,25,1,adaptive,23.4584542682464,0.498763529280599,9.9266577
BSD68,test010.png,25,1,bilateral,24.367974432246,0.474789433740484,0.9045323
BSD68,test010.png,25,1,guided,24.4710590174123,0.474223090809194,0.016738
BSD68,test010.png,25,1,l0,21.4318996989222,0.573728875878609,4.1003224
BSD68,test010.png,25,1,lgss,24.1338932857,0.6601563642,4.3856747
BSD68,test010.png,25,1,original,19.7397808279198,0.528344165579759,7.9610104
BSD68,test010.png,25,1,tv,16.011712823,0.1696317141,1.0719018
BSD68,test011.png,25,1,adaptive,23.1236774189361,0.663724990737183,9.7348022
BSD68,test011.png,25,1,bilateral,23.8687452595927,0.633214619723327,0.8699147
BSD68,test011.png,25,1,guided,23.4566432075876,0.613128450323775,0.0188722
BSD68,test011.png,25,1,l0,21.6161213583475,0.579432763056647,4.785748
BSD68,test011.png,25,1,lgss,24.0255635837,0.7240932108,6.0933909
BSD68,test011.png,25,1,original,20.1465928218442,0.500180593160206,7.0009505
BSD68,test011.png,25,1,tv,16.6808007631,0.3411778899,1.0953665
BSD68,test012.png,25,1,adaptive,22.8845869838614,0.548170977914966,11.0121189
BSD68,test012.png,25,1,bilateral,23.7836678443176,0.549285644747987,0.8571452
BSD68,test012.png,25,1,guided,23.8000359899003,0.542771241945002,0.0148477
BSD68,test012.png,25,1,l0,21.5192291867617,0.465303200111914,3.3327654
BSD68,test012.png,25,1,lgss,23.7232610464,0.6270031296,4.193141
BSD68,test012.png,25,1,original,19.7942303347695,0.380697794909235,7.551908
BSD68,test012.png,25,1,tv,16.0498567006,0.2383773433,1.0751571
BSD68,test013.png,25,1,adaptive,23.389474368468,0.512122669075134,8.4212827
BSD68,test013.png,25,1,bilateral,24.228705004156,0.494780783654934,0.7993195
BSD68,test013.png,25,1,guided,24.375666337741,0.494884603659533,0.0222153
BSD68,test013.png,25,1,l0,21.024735042946,0.508457564359177,3.4331589
BSD68,test013.png,25,1,lgss,23.9319365084,0.6288423336,4.6560466
BSD68,test013.png,25,1,original,18.0727473259155,0.445288070816081,5.6234978
BSD68,test013.png,25,1,tv,16.0124536455,0.1765283536,1.0480581
BSD68,test014.png,25,1,adaptive,23.8825969559503,0.509353483208653,6.6117761
BSD68,test014.png,25,1,bilateral,24.6967149860525,0.452729476796599,1.0264395
BSD68,test014.png,25,1,guided,24.7228395916746,0.453464371445707,0.0168215
BSD68,test014.png,25,1,l0,23.5198730977861,0.697976249018825,3.1583186
BSD68,test014.png,25,1,lgss,25.5776757782,0.7735578439,4.1152171
BSD68,test014.png,25,1,original,20.4792426960648,0.643311439033906,7.0222599
BSD68,test014.png,25,1,tv,16.153104267,0.1663317658,1.0797667
BSD68,test015.png,25,1,adaptive,22.9246103549815,0.601425508408664,6.7122851
